ID,domain,keyword,keyword-model,cause,long_term_interval,long_term_effect,defeater_time_interval,defeater,supporter
6307,health,wellness,gpt3,Debbie wanted to improve her health and wellness and changed her diet,"Months later,",Debbie had lost 12 pounds,"Weeks later,",Debbie has given up on the diet.,Debbie sticks to her new diet.
5536,politics,military dictatorship,chatgpt,A military dictatorship flexes it power against nearby countries,"Months later,",It finds itself on the brink of a war.,"Weeks later,",Economic sanctions cause the nation to lower it's aggression to it's nearby neighbors.,The dictatorship continues to antagonize nearby nations.
2763,sports,marathons,gpt3,The boy had trained to run every day.,"Months later,",He was able to win the marathon.,"Days later,",The boys got into an accident and injured his leg.,The boy could run for long distances without getting tired.
5600,politics,environmental policy,chatgpt,Martin knew he would do well in politics because of his beliefs on pollution and green energy.,"Months later,","Martin won the election, largely due to his promise of environmental policy reform.","Days later,",Voters discovered Martin was making empty promises.,Martin's beliefs resonated with voters.
8004,Environment,global warming,gpt3,Global warming has been in the spotlight.,"Years later,",The car manufacturer is focused more on electric vehicles.,"Months later,","The manufacturer begins designing a giant, gas guzzling car to appeal to global warming skeptics.",Manufacturers will determine that it is necessary to appeal to consumers who are concerned about global warming.
2045,environment,endangered species,gpt3,The activist builds a rescue center for endangered species.,"Years later,",The endangered species increase in number and the ecosystem looks good.,"Months later,",Lack of funding causes the rescue center to shut down.,Conservation can bring animal life back from the brink of extinction.
5650,education,comprehension,chatgpt,Sandra is very intelligent,"Years later,",She graduated with first class,"Months later,",she cheats in her studies and party all night,she studies very hard every day
2217,scitech,Cybersecurity,gpt3,The company hired an expert to improve cybersecurity.,"Months later,",The company's reputation was changed  for the better.,"Weeks later,",The expert was shown to be a fraud.,Experts bring knowledge and action to a company that can improve them.
8718,Sports,surfing,gpt3,David was intimidated by the waves when he went surfing.,"Months later,",David took lessons and was less afraid of the waves.,"Days later,","After being knocked over by a large wave one last time, David quit surfing forever.",A person can learn to be less afraid of waves when surfing.
6898,entertainment,streaming industry,gpt3,the company lounged a new music streaming services,"Years later,",the app was use with half of the world,"Minutes later,",No one used the streaming service.,The streaming service was popular.
1618,business,none,none,the opened café gave free discount to the student,"Months later,",Every student stated to buy in that café,"Weeks later,",The café added a lot of stipulations such that students would need to spend $50 before taking advantage of the free discount.,The discount was very enticing to students.
7054,environment,coastline,chatgpt,A company donates to clearing the trash at their coastline.,"Months later,",The city has pristine beaches and a healthy coastline.,"Days later,",The donations don't help.,The donations help.
3323,health,bone,chatgpt,Bone cancer,"Months later,",Nancy has to go to chemotherapy for treatments.,"Weeks later,",Nancy didn't go to the doctors.,Nancy didn't had a lot of nutrition.
8991,Travel,international travel,gpt3,Julie really wanted to take a vacation to Paris.,"Months later,",She applied for her passport to take her trip.,"Weeks later,",Julie is disappointed to find out that you can't pay for a passport application with a credit card.,Julie has enough money to pay for the passport application fees.
8482,Work,career success,gpt3,Carol was working very hard in the office.,"Years later,",Carol was promoted to a much higher paying position.,"Months later,",Carol loses motivation and stops working hard.,"Carol's hard work leads to good job performance, which makes it more likely to get a promotion."
7911,travel,tourism,chatgpt,The mayor of a city wants to increase tourism.,"Years later,",Several new tourist attractions open.,"Months later,",The city was ravaged by a hurricane.,"If you want to increase tourism, there need to be things for the tourists to do."
