ID,cause,assumption,ID_old,domain,keyword,long_term_interval,defeater,defeater_time_interval,long_term_effect
3450-3,Danielle usually snuck on her phone throughout the day instead of doing her work like she was supposed to.,Danielle’s boss catches her on the phone.,3450,work,accountability,"Months later,",Danielle receives a warning not to use her phone at work and she stops.,"Days later,",Danielle’s boss fired her for not completing tasks in a timely manner.
3451-1,Emma emphasizes punctuality at her workplace.,Emma's boss notices her efforts.,3451,work,punctuality,"Months later,",Emma's boss resigns that day.,"Hours later,",Emma gets a big promotion.
3451-2,Emma emphasizes punctuality at her workplace.,Emma's boss takes note of her punctuality.,3451,work,punctuality,"Months later,",Emma's boss is annoyed that Emma is trying to be such a suck-up.,"Minutes later,",Emma gets a big promotion.
3451-3,Emma emphasizes punctuality at her workplace.,Emma's boss appreciates her punctuality.,3451,work,punctuality,"Months later,",Emma's boss gets annoyed by other quirks of hers at work.,"Days later,",Emma gets a big promotion.
3462-1,A large company started new policies about workers behavior on the job and harassment.,People abided by the policies.,3462,work,policies,"Months later,",People realized there were no consequences for not abiding by the policies.,"Days later,",The company saw a decrease in the number of reported violations
3462-2,A large company started new policies about workers behavior on the job and harassment.,A lot of people take the new policies seriously.,3462,work,policies,"Months later,",People realize there are no consequences to not following the new policies.,"Weeks later,",The company saw a decrease in the number of reported violations
3462-3,A large company started new policies about workers behavior on the job and harassment.,A lot of people followed the policies.,3462,work,policies,"Months later,",A lot of people forgot about the policies.,"Days later,",The company saw a decrease in the number of reported violations
3463-1,John is an experienced machine operator and he recently got employed in a nearby industry,John maintains his job.,3463,work,procedures,"Years later,",John is fired from his job for stealing company funds.,"Weeks later,",John's skills and performance at his workplace got him promotions and he becomes the chief operator in the industry
3463-2,John is an experienced machine operator and he recently got employed in a nearby industry,John moves up the company ranks due to his skills.,3463,work,procedures,"Years later,",John decides to start a new career and quits his job as a machine operator.,"Months later,",John's skills and performance at his workplace got him promotions and he becomes the chief operator in the industry
3463-3,John is an experienced machine operator and he recently got employed in a nearby industry,Experienced workers have opportunities for advancement.,3463,work,procedures,"Years later,",John suffered a permanent and debilitating injury on the job.,"Months later,",John's skills and performance at his workplace got him promotions and he becomes the chief operator in the industry
3477-1,Conroy is stressed due to extreme deadlines he faces at work.,Deadlines keep employees focused.,3477,work,deadlines,"Months later,",Conroy meets all deadlines and takes a vacation.,"Days later,",Conroy is rushed to the hospital after having a heart attack.
3477-2,Conroy is stressed due to extreme deadlines he faces at work.,Excess stress can cause cardiac arrest.,3477,work,deadlines,"Months later,",Conroy's boss agrees to let him have a long sabbatical from work.,"Days later,",Conroy is rushed to the hospital after having a heart attack.
3477-3,Conroy is stressed due to extreme deadlines he faces at work.,Conroy continues to work hard ignoring warning signs of health.,3477,work,deadlines,"Months later,",Conroy gets frustrated and starts to slacking off and relaxed at work.,"Weeks later,",Conroy is rushed to the hospital after having a heart attack.
3481-1,The manager has unusual but effective methods for encouraging creativity among his team.,People on his team respond well to the tactics.,3481,work,methods,"Months later,",People get frustrated by the tactics.,"Days later,",The manager's team totally outperforms all the others when it comes to sales revenue output.
3481-2,The manager has unusual but effective methods for encouraging creativity among his team.,The manager's team responds well to his methods.,3481,work,methods,"Months later,",The team gets sick of these methods and threatens to quit.,"Weeks later,",The manager's team totally outperforms all the others when it comes to sales revenue output.
3481-3,The manager has unusual but effective methods for encouraging creativity among his team.,The team is willing to abide by these methods.,3481,work,methods,"Months later,",The team revolts against these methods.,"Days later,",The manager's team totally outperforms all the others when it comes to sales revenue output.
